show_id,times_watched,mood-good,mood-fun,mood-wow,mood-sad,mood-so-so,mood-bad,name,followers,runtime,network,mean_rate,poster_image
80889,117.63888888888889,1.2777777777777777,0.1111111111111111,0.05555555555555555,0.027777777777777776,0.0,0.0,Animalia,175,25,BBC One,4.010000000000001,https://dg31sz3gwrwan.cloudfront.net/poster/80889/794581-0-optimized.jpg
80895,671.4,30.0,1.2,9.6,1.2,3.4,1.6,Five Days,1154,60,BBC One,3.4200000000000004,https://dg31sz3gwrwan.cloudfront.net/poster/80895/25511-0-optimized.jpg
80965,1066.6,45.6,2.2,8.6,6.6,0.6,0.0,Cranford,1968,60,BBC One,4.43,https://dg31sz3gwrwan.cloudfront.net/poster/80965/984682-0-optimized.jpg
81020,386.0,20.2,0.2,5.2,1.4,0.8,0.0,Oliver Twist (2007),815,30,BBC One,4.35,https://dg31sz3gwrwan.cloudfront.net/poster/81020/231341-0-optimized.jpg
81025,3754.0,36.92307692307692,3.0,5.538461538461538,1.0769230769230769,0.6153846153846154,0.07692307692307693,Eli Stone,4838,45,ABC (US),4.18,https://dg31sz3gwrwan.cloudfront.net/poster/81025/37061-0-optimized.jpg
81036,791.75,6.875,0.5625,0.4375,0.0,0.3125,0.0625,Transformers: Animated,1340,25,Cartoon Network,3.869999999999999,https://dg31sz3gwrwan.cloudfront.net/poster/81036/38988-0-optimized.jpg
81074,127.16666666666667,2.1666666666666665,0.5,4.333333333333333,0.0,0.0,0.0,Diebuster,282,30,NBC,4.8,https://dg31sz3gwrwan.cloudfront.net/poster/81074/932781-0-optimized.jpg
81077,1389.142857142857,40.0,0.8571428571428571,8.0,0.0,1.4285714285714286,0.2857142857142857,Cashmere Mafia,2027,45,ABC (US),4.1000000000000005,https://dg31sz3gwrwan.cloudfront.net/poster/81077/1110839-0-optimized.jpg
81088,124.5,4.75,0.0,0.0,0.0,0.0,0.0,American Gladiators (2008),218,45,NBC,3.7899999999999996,https://dg31sz3gwrwan.cloudfront.net/poster/81088/28658-0-optimized.jpg
81126,1063.0,32.833333333333336,0.16666666666666666,3.0,0.16666666666666666,1.8333333333333333,0.6666666666666666,Mistresses,2152,45,BBC One,3.32,https://dg31sz3gwrwan.cloudfront.net/poster/81126/54701-0-optimized.jpg
81161,743.6,17.6,0.3,2.4,0.6,0.4,0.1,Lark Rise to Candleford,1391,60,BBC One,4.3100000000000005,https://dg31sz3gwrwan.cloudfront.net/poster/81161/832591-0-optimized.jpg
81177,904.6923076923077,2.269230769230769,0.6153846153846154,0.038461538461538464,0.0,0.11538461538461539,0.0,George of the Jungle,1070,25,Cartoon Network,3.3799999999999994,https://dg31sz3gwrwan.cloudfront.net/poster/81177/901845-0-optimized.jpg
81212,318.14285714285717,0.6428571428571429,1.8571428571428572,0.42857142857142855,0.0,0.07142857142857142,0.0,Sheep In The Big City,424,25,Cartoon Network,4.07,https://dg31sz3gwrwan.cloudfront.net/poster/81212/278051-0-optimized.jpg
81226,179.77777777777777,4.444444444444445,0.8333333333333334,6.166666666666667,0.1111111111111111,0.0,0.5555555555555556,The Moment of Truth,319,45,FOX,4.4,https://dg31sz3gwrwan.cloudfront.net/poster/81226/190111-0-optimized.jpg
81248,6496.813953488372,118.27906976744185,1.6511627906976745,26.976744186046513,4.348837209302325,4.069767441860465,0.6046511627906976,In Treatment,15290,25,HBO,3.990000000000001,https://dg31sz3gwrwan.cloudfront.net/poster/81248/905851-0-optimized.jpg
81253,1890.875,27.625,1.25,8.75,0.0,2.0,0.125,Ashes to Ashes,2936,55,BBC One,4.09,https://dg31sz3gwrwan.cloudfront.net/poster/81253/952933-0-optimized.jpg
81318,23054.823529411766,182.58823529411765,7.705882352941177,31.0,0.8235294117647058,2.764705882352941,1.7058823529411764,Knight Rider (2008),34098,45,NBC,4.019999999999998,https://dg31sz3gwrwan.cloudfront.net/poster/81318/32228-0-optimized.jpg
81383,422.2,21.0,0.2,10.2,0.0,0.2,0.0,The Last Enemy,1099,60,BBC One,4.22,https://dg31sz3gwrwan.cloudfront.net/poster/81383/1209508-0-optimized.jpg
